[0.143s] [34mcolcon[0m [1;30mDEBUG[0m [32mCommand line arguments: ['/usr/bin/colcon', 'build'][0m
[1.330s] [34mcolcon.colcon_core.event_handler.log_command[0m [1;30mDEBUG[0m [32mInvoked command in '/mnt/Storage/Documents/MIT/Books/Robotics-2_Lab/Mini_Project/build/ros2_conveyorbelt' returned '0': CMAKE_PREFIX_PATH=/mnt/Storage/Documents/MIT/Books/Robotics-2_Lab/Mini_Project/install/conveyorbelt_msgs:/mnt/Storage/Documents/MIT/Books/Robotics-2_Lab/Mini_Project/install/ros2_conveyorbelt:/mnt/Storage/Documents/MIT/Books/Robotics-2_Lab/Mini_Project/install/conveyorbelt_gazebo:/home/srikar/ws_moveit2/install/pilz_industrial_motion_planner_testutils:/home/srikar/ws_moveit2/install/moveit_runtime:/home/srikar/ws_moveit2/install/moveit2_tutorials:/home/srikar/ws_moveit2/install/moveit:/home/srikar/ws_moveit2/install/moveit_planners:/home/srikar/ws_moveit2/install/pilz_industrial_motion_planner:/home/srikar/ws_moveit2/install/moveit_visual_tools:/home/srikar/ws_moveit2/install/moveit_task_constructor_visualization:/home/srikar/ws_moveit2/install/moveit_task_constructor_demo:/home/srikar/ws_moveit2/install/moveit_task_constructor_capabilities:/home/srikar/ws_moveit2/install/moveit_task_constructor_core:/home/srikar/ws_moveit2/install/moveit_ros_control_interface:/home/srikar/ws_moveit2/install/moveit_plugins:/home/srikar/ws_moveit2/install/moveit_simple_controller_manager:/home/srikar/ws_moveit2/install/moveit_setup_assistant:/home/srikar/ws_moveit2/install/moveit_setup_srdf_plugins:/home/srikar/ws_moveit2/install/moveit_setup_core_plugins:/home/srikar/ws_moveit2/install/moveit_setup_controllers:/home/srikar/ws_moveit2/install/moveit_setup_app_plugins:/home/srikar/ws_moveit2/install/moveit_setup_framework:/home/srikar/ws_moveit2/install/moveit_servo:/home/srikar/ws_moveit2/install/moveit_ros:/home/srikar/ws_moveit2/install/moveit_ros_visualization:/home/srikar/ws_moveit2/install/moveit_hybrid_planning:/home/srikar/ws_moveit2/install/moveit_ros_planning_interface:/home/srikar/ws_moveit2/install/moveit_ros_benchmarks:/home/srikar/ws_moveit2/install/moveit_ros_warehouse:/home/srikar/ws_moveit2/install/moveit_ros_robot_interaction:/home/srikar/ws_moveit2/install/moveit_ros_perception:/home/srikar/ws_moveit2/install/moveit_resources_prbt_pg70_support:/home/srikar/ws_moveit2/install/moveit_resources_prbt_moveit_config:/home/srikar/ws_moveit2/install/moveit_ros_move_group:/home/srikar/ws_moveit2/install/moveit_planners_ompl:/home/srikar/ws_moveit2/install/moveit_ros_planning:/home/srikar/ws_moveit2/install/moveit_ros_occupancy_map_monitor:/home/srikar/ws_moveit2/install/moveit_resources_prbt_ikfast_manipulator_plugin:/home/srikar/ws_moveit2/install/moveit_planners_chomp:/home/srikar/ws_moveit2/install/moveit_kinematics:/home/srikar/ws_moveit2/install/moveit_chomp_optimizer_adapter:/home/srikar/ws_moveit2/install/chomp_motion_planner:/home/srikar/ws_moveit2/install/moveit_core:/home/srikar/ws_moveit2/install/srdfdom:/home/srikar/ws_moveit2/install/rviz_marker_tools:/home/srikar/ws_moveit2/install/rosparam_shortcuts:/home/srikar/ws_moveit2/install/moveit_task_constructor_msgs:/home/srikar/ws_moveit2/install/moveit_resources_prbt_support:/home/srikar/ws_moveit2/install/moveit_resources:/home/srikar/ws_moveit2/install/moveit_resources_pr2_description:/home/srikar/ws_moveit2/install/moveit_resources_panda_moveit_config:/home/srikar/ws_moveit2/install/moveit_resources_panda_description:/home/srikar/ws_moveit2/install/moveit_resources_fanuc_moveit_config:/home/srikar/ws_moveit2/install/moveit_resources_fanuc_description:/home/srikar/ws_moveit2/install/moveit_common:/mnt/Storage/Documents/MIT/Books/Robotics-2_Lab/Mini_Project/install/ur5:/home/srikar/ws_moveit2/install/moveit_configs_utils:/home/srikar/ws_moveit2/install/launch_param_builder:/opt/ros/humble LD_LIBRARY_PATH=/mnt/Storage/Documents/MIT/Books/Robotics-2_Lab/Mini_Project/install/conveyorbelt_msgs/lib:/mnt/Storage/Documents/MIT/Books/Robotics-2_Lab/Mini_Project/install/ros2_conveyorbelt/lib:/home/srikar/ws_moveit2/install/pilz_industrial_motion_planner_testutils/lib:/home/srikar/ws_moveit2/install/pilz_industrial_motion_planner/lib:/home/srikar/ws_moveit2/install/moveit_visual_tools/lib:/home/srikar/ws_moveit2/install/moveit_task_constructor_visualization/lib:/home/srikar/ws_moveit2/install/moveit_task_constructor_demo/lib:/home/srikar/ws_moveit2/install/moveit_task_constructor_capabilities/lib:/home/srikar/ws_moveit2/install/moveit_task_constructor_core/lib:/home/srikar/ws_moveit2/install/moveit_ros_control_interface/lib:/home/srikar/ws_moveit2/install/moveit_simple_controller_manager/lib:/home/srikar/ws_moveit2/install/moveit_setup_assistant/lib:/home/srikar/ws_moveit2/install/moveit_setup_srdf_plugins/lib:/home/srikar/ws_moveit2/install/moveit_setup_core_plugins/lib:/home/srikar/ws_moveit2/install/moveit_setup_controllers/lib:/home/srikar/ws_moveit2/install/moveit_setup_app_plugins/lib:/home/srikar/ws_moveit2/install/moveit_setup_framework/lib:/home/srikar/ws_moveit2/install/moveit_servo/lib:/home/srikar/ws_moveit2/install/moveit_ros_visualization/lib:/home/srikar/ws_moveit2/install/moveit_hybrid_planning/lib:/home/srikar/ws_moveit2/install/moveit_ros_planning_interface/lib:/home/srikar/ws_moveit2/install/moveit_ros_benchmarks/lib:/home/srikar/ws_moveit2/install/moveit_ros_warehouse/lib:/home/srikar/ws_moveit2/install/moveit_ros_robot_interaction/lib:/home/srikar/ws_moveit2/install/moveit_ros_perception/lib:/home/srikar/ws_moveit2/install/moveit_ros_move_group/lib:/home/srikar/ws_moveit2/install/moveit_planners_ompl/lib:/home/srikar/ws_moveit2/install/moveit_ros_planning/lib:/home/srikar/ws_moveit2/install/moveit_ros_occupancy_map_monitor/lib:/home/srikar/ws_moveit2/install/moveit_resources_prbt_ikfast_manipulator_plugin/lib:/home/srikar/ws_moveit2/install/moveit_planners_chomp/lib:/home/srikar/ws_moveit2/install/moveit_kinematics/lib:/home/srikar/ws_moveit2/install/moveit_chomp_optimizer_adapter/lib:/home/srikar/ws_moveit2/install/chomp_motion_planner/lib:/home/srikar/ws_moveit2/install/moveit_core/lib:/home/srikar/ws_moveit2/install/srdfdom/lib:/home/srikar/ws_moveit2/install/rviz_marker_tools/lib:/home/srikar/ws_moveit2/install/rosparam_shortcuts/lib:/home/srikar/ws_moveit2/install/moveit_task_constructor_msgs/lib:/usr/lib/x86_64-linux-gnu/gazebo-11/plugins:/opt/ros/humble/opt/rviz_ogre_vendor/lib:/opt/ros/humble/lib/x86_64-linux-gnu:/opt/ros/humble/lib:/usr/lib/x86_64-linux-gnu/gazebo-11/plugins:/opt/ros/humble/lib/ /usr/bin/cmake --build /mnt/Storage/Documents/MIT/Books/Robotics-2_Lab/Mini_Project/build/ros2_conveyorbelt -- -j8 -l8[0m
[1.366s] [34mcolcon.colcon_core.event_handler.log_command[0m [1;30mDEBUG[0m [32mInvoking command in '/mnt/Storage/Documents/MIT/Books/Robotics-2_Lab/Mini_Project/build/ros2_conveyorbelt': CMAKE_PREFIX_PATH=/mnt/Storage/Documents/MIT/Books/Robotics-2_Lab/Mini_Project/install/conveyorbelt_msgs:/mnt/Storage/Documents/MIT/Books/Robotics-2_Lab/Mini_Project/install/ros2_conveyorbelt:/mnt/Storage/Documents/MIT/Books/Robotics-2_Lab/Mini_Project/install/conveyorbelt_gazebo:/home/srikar/ws_moveit2/install/pilz_industrial_motion_planner_testutils:/home/srikar/ws_moveit2/install/moveit_runtime:/home/srikar/ws_moveit2/install/moveit2_tutorials:/home/srikar/ws_moveit2/install/moveit:/home/srikar/ws_moveit2/install/moveit_planners:/home/srikar/ws_moveit2/install/pilz_industrial_motion_planner:/home/srikar/ws_moveit2/install/moveit_visual_tools:/home/srikar/ws_moveit2/install/moveit_task_constructor_visualization:/home/srikar/ws_moveit2/install/moveit_task_constructor_demo:/home/srikar/ws_moveit2/install/moveit_task_constructor_capabilities:/home/srikar/ws_moveit2/install/moveit_task_constructor_core:/home/srikar/ws_moveit2/install/moveit_ros_control_interface:/home/srikar/ws_moveit2/install/moveit_plugins:/home/srikar/ws_moveit2/install/moveit_simple_controller_manager:/home/srikar/ws_moveit2/install/moveit_setup_assistant:/home/srikar/ws_moveit2/install/moveit_setup_srdf_plugins:/home/srikar/ws_moveit2/install/moveit_setup_core_plugins:/home/srikar/ws_moveit2/install/moveit_setup_controllers:/home/srikar/ws_moveit2/install/moveit_setup_app_plugins:/home/srikar/ws_moveit2/install/moveit_setup_framework:/home/srikar/ws_moveit2/install/moveit_servo:/home/srikar/ws_moveit2/install/moveit_ros:/home/srikar/ws_moveit2/install/moveit_ros_visualization:/home/srikar/ws_moveit2/install/moveit_hybrid_planning:/home/srikar/ws_moveit2/install/moveit_ros_planning_interface:/home/srikar/ws_moveit2/install/moveit_ros_benchmarks:/home/srikar/ws_moveit2/install/moveit_ros_warehouse:/home/srikar/ws_moveit2/install/moveit_ros_robot_interaction:/home/srikar/ws_moveit2/install/moveit_ros_perception:/home/srikar/ws_moveit2/install/moveit_resources_prbt_pg70_support:/home/srikar/ws_moveit2/install/moveit_resources_prbt_moveit_config:/home/srikar/ws_moveit2/install/moveit_ros_move_group:/home/srikar/ws_moveit2/install/moveit_planners_ompl:/home/srikar/ws_moveit2/install/moveit_ros_planning:/home/srikar/ws_moveit2/install/moveit_ros_occupancy_map_monitor:/home/srikar/ws_moveit2/install/moveit_resources_prbt_ikfast_manipulator_plugin:/home/srikar/ws_moveit2/install/moveit_planners_chomp:/home/srikar/ws_moveit2/install/moveit_kinematics:/home/srikar/ws_moveit2/install/moveit_chomp_optimizer_adapter:/home/srikar/ws_moveit2/install/chomp_motion_planner:/home/srikar/ws_moveit2/install/moveit_core:/home/srikar/ws_moveit2/install/srdfdom:/home/srikar/ws_moveit2/install/rviz_marker_tools:/home/srikar/ws_moveit2/install/rosparam_shortcuts:/home/srikar/ws_moveit2/install/moveit_task_constructor_msgs:/home/srikar/ws_moveit2/install/moveit_resources_prbt_support:/home/srikar/ws_moveit2/install/moveit_resources:/home/srikar/ws_moveit2/install/moveit_resources_pr2_description:/home/srikar/ws_moveit2/install/moveit_resources_panda_moveit_config:/home/srikar/ws_moveit2/install/moveit_resources_panda_description:/home/srikar/ws_moveit2/install/moveit_resources_fanuc_moveit_config:/home/srikar/ws_moveit2/install/moveit_resources_fanuc_description:/home/srikar/ws_moveit2/install/moveit_common:/mnt/Storage/Documents/MIT/Books/Robotics-2_Lab/Mini_Project/install/ur5:/home/srikar/ws_moveit2/install/moveit_configs_utils:/home/srikar/ws_moveit2/install/launch_param_builder:/opt/ros/humble LD_LIBRARY_PATH=/mnt/Storage/Documents/MIT/Books/Robotics-2_Lab/Mini_Project/install/conveyorbelt_msgs/lib:/mnt/Storage/Documents/MIT/Books/Robotics-2_Lab/Mini_Project/install/ros2_conveyorbelt/lib:/home/srikar/ws_moveit2/install/pilz_industrial_motion_planner_testutils/lib:/home/srikar/ws_moveit2/install/pilz_industrial_motion_planner/lib:/home/srikar/ws_moveit2/install/moveit_visual_tools/lib:/home/srikar/ws_moveit2/install/moveit_task_constructor_visualization/lib:/home/srikar/ws_moveit2/install/moveit_task_constructor_demo/lib:/home/srikar/ws_moveit2/install/moveit_task_constructor_capabilities/lib:/home/srikar/ws_moveit2/install/moveit_task_constructor_core/lib:/home/srikar/ws_moveit2/install/moveit_ros_control_interface/lib:/home/srikar/ws_moveit2/install/moveit_simple_controller_manager/lib:/home/srikar/ws_moveit2/install/moveit_setup_assistant/lib:/home/srikar/ws_moveit2/install/moveit_setup_srdf_plugins/lib:/home/srikar/ws_moveit2/install/moveit_setup_core_plugins/lib:/home/srikar/ws_moveit2/install/moveit_setup_controllers/lib:/home/srikar/ws_moveit2/install/moveit_setup_app_plugins/lib:/home/srikar/ws_moveit2/install/moveit_setup_framework/lib:/home/srikar/ws_moveit2/install/moveit_servo/lib:/home/srikar/ws_moveit2/install/moveit_ros_visualization/lib:/home/srikar/ws_moveit2/install/moveit_hybrid_planning/lib:/home/srikar/ws_moveit2/install/moveit_ros_planning_interface/lib:/home/srikar/ws_moveit2/install/moveit_ros_benchmarks/lib:/home/srikar/ws_moveit2/install/moveit_ros_warehouse/lib:/home/srikar/ws_moveit2/install/moveit_ros_robot_interaction/lib:/home/srikar/ws_moveit2/install/moveit_ros_perception/lib:/home/srikar/ws_moveit2/install/moveit_ros_move_group/lib:/home/srikar/ws_moveit2/install/moveit_planners_ompl/lib:/home/srikar/ws_moveit2/install/moveit_ros_planning/lib:/home/srikar/ws_moveit2/install/moveit_ros_occupancy_map_monitor/lib:/home/srikar/ws_moveit2/install/moveit_resources_prbt_ikfast_manipulator_plugin/lib:/home/srikar/ws_moveit2/install/moveit_planners_chomp/lib:/home/srikar/ws_moveit2/install/moveit_kinematics/lib:/home/srikar/ws_moveit2/install/moveit_chomp_optimizer_adapter/lib:/home/srikar/ws_moveit2/install/chomp_motion_planner/lib:/home/srikar/ws_moveit2/install/moveit_core/lib:/home/srikar/ws_moveit2/install/srdfdom/lib:/home/srikar/ws_moveit2/install/rviz_marker_tools/lib:/home/srikar/ws_moveit2/install/rosparam_shortcuts/lib:/home/srikar/ws_moveit2/install/moveit_task_constructor_msgs/lib:/usr/lib/x86_64-linux-gnu/gazebo-11/plugins:/opt/ros/humble/opt/rviz_ogre_vendor/lib:/opt/ros/humble/lib/x86_64-linux-gnu:/opt/ros/humble/lib:/usr/lib/x86_64-linux-gnu/gazebo-11/plugins:/opt/ros/humble/lib/ /usr/bin/cmake --install /mnt/Storage/Documents/MIT/Books/Robotics-2_Lab/Mini_Project/build/ros2_conveyorbelt[0m
[1.371s] [34mcolcon.colcon_core.environment[0m [1;30mLevel 1[0m create_environment_scripts_only(ros2_conveyorbelt)
[1.372s] [34mcolcon.colcon_core.environment[0m [1;30mLevel 1[0m checking '/mnt/Storage/Documents/MIT/Books/Robotics-2_Lab/Mini_Project/install/ros2_conveyorbelt' for CMake module files
[1.372s] [34mcolcon.colcon_core.event_handler.log_command[0m [1;30mDEBUG[0m [32mInvoked command in '/mnt/Storage/Documents/MIT/Books/Robotics-2_Lab/Mini_Project/build/ros2_conveyorbelt' returned '0': CMAKE_PREFIX_PATH=/mnt/Storage/Documents/MIT/Books/Robotics-2_Lab/Mini_Project/install/conveyorbelt_msgs:/mnt/Storage/Documents/MIT/Books/Robotics-2_Lab/Mini_Project/install/ros2_conveyorbelt:/mnt/Storage/Documents/MIT/Books/Robotics-2_Lab/Mini_Project/install/conveyorbelt_gazebo:/home/srikar/ws_moveit2/install/pilz_industrial_motion_planner_testutils:/home/srikar/ws_moveit2/install/moveit_runtime:/home/srikar/ws_moveit2/install/moveit2_tutorials:/home/srikar/ws_moveit2/install/moveit:/home/srikar/ws_moveit2/install/moveit_planners:/home/srikar/ws_moveit2/install/pilz_industrial_motion_planner:/home/srikar/ws_moveit2/install/moveit_visual_tools:/home/srikar/ws_moveit2/install/moveit_task_constructor_visualization:/home/srikar/ws_moveit2/install/moveit_task_constructor_demo:/home/srikar/ws_moveit2/install/moveit_task_constructor_capabilities:/home/srikar/ws_moveit2/install/moveit_task_constructor_core:/home/srikar/ws_moveit2/install/moveit_ros_control_interface:/home/srikar/ws_moveit2/install/moveit_plugins:/home/srikar/ws_moveit2/install/moveit_simple_controller_manager:/home/srikar/ws_moveit2/install/moveit_setup_assistant:/home/srikar/ws_moveit2/install/moveit_setup_srdf_plugins:/home/srikar/ws_moveit2/install/moveit_setup_core_plugins:/home/srikar/ws_moveit2/install/moveit_setup_controllers:/home/srikar/ws_moveit2/install/moveit_setup_app_plugins:/home/srikar/ws_moveit2/install/moveit_setup_framework:/home/srikar/ws_moveit2/install/moveit_servo:/home/srikar/ws_moveit2/install/moveit_ros:/home/srikar/ws_moveit2/install/moveit_ros_visualization:/home/srikar/ws_moveit2/install/moveit_hybrid_planning:/home/srikar/ws_moveit2/install/moveit_ros_planning_interface:/home/srikar/ws_moveit2/install/moveit_ros_benchmarks:/home/srikar/ws_moveit2/install/moveit_ros_warehouse:/home/srikar/ws_moveit2/install/moveit_ros_robot_interaction:/home/srikar/ws_moveit2/install/moveit_ros_perception:/home/srikar/ws_moveit2/install/moveit_resources_prbt_pg70_support:/home/srikar/ws_moveit2/install/moveit_resources_prbt_moveit_config:/home/srikar/ws_moveit2/install/moveit_ros_move_group:/home/srikar/ws_moveit2/install/moveit_planners_ompl:/home/srikar/ws_moveit2/install/moveit_ros_planning:/home/srikar/ws_moveit2/install/moveit_ros_occupancy_map_monitor:/home/srikar/ws_moveit2/install/moveit_resources_prbt_ikfast_manipulator_plugin:/home/srikar/ws_moveit2/install/moveit_planners_chomp:/home/srikar/ws_moveit2/install/moveit_kinematics:/home/srikar/ws_moveit2/install/moveit_chomp_optimizer_adapter:/home/srikar/ws_moveit2/install/chomp_motion_planner:/home/srikar/ws_moveit2/install/moveit_core:/home/srikar/ws_moveit2/install/srdfdom:/home/srikar/ws_moveit2/install/rviz_marker_tools:/home/srikar/ws_moveit2/install/rosparam_shortcuts:/home/srikar/ws_moveit2/install/moveit_task_constructor_msgs:/home/srikar/ws_moveit2/install/moveit_resources_prbt_support:/home/srikar/ws_moveit2/install/moveit_resources:/home/srikar/ws_moveit2/install/moveit_resources_pr2_description:/home/srikar/ws_moveit2/install/moveit_resources_panda_moveit_config:/home/srikar/ws_moveit2/install/moveit_resources_panda_description:/home/srikar/ws_moveit2/install/moveit_resources_fanuc_moveit_config:/home/srikar/ws_moveit2/install/moveit_resources_fanuc_description:/home/srikar/ws_moveit2/install/moveit_common:/mnt/Storage/Documents/MIT/Books/Robotics-2_Lab/Mini_Project/install/ur5:/home/srikar/ws_moveit2/install/moveit_configs_utils:/home/srikar/ws_moveit2/install/launch_param_builder:/opt/ros/humble LD_LIBRARY_PATH=/mnt/Storage/Documents/MIT/Books/Robotics-2_Lab/Mini_Project/install/conveyorbelt_msgs/lib:/mnt/Storage/Documents/MIT/Books/Robotics-2_Lab/Mini_Project/install/ros2_conveyorbelt/lib:/home/srikar/ws_moveit2/install/pilz_industrial_motion_planner_testutils/lib:/home/srikar/ws_moveit2/install/pilz_industrial_motion_planner/lib:/home/srikar/ws_moveit2/install/moveit_visual_tools/lib:/home/srikar/ws_moveit2/install/moveit_task_constructor_visualization/lib:/home/srikar/ws_moveit2/install/moveit_task_constructor_demo/lib:/home/srikar/ws_moveit2/install/moveit_task_constructor_capabilities/lib:/home/srikar/ws_moveit2/install/moveit_task_constructor_core/lib:/home/srikar/ws_moveit2/install/moveit_ros_control_interface/lib:/home/srikar/ws_moveit2/install/moveit_simple_controller_manager/lib:/home/srikar/ws_moveit2/install/moveit_setup_assistant/lib:/home/srikar/ws_moveit2/install/moveit_setup_srdf_plugins/lib:/home/srikar/ws_moveit2/install/moveit_setup_core_plugins/lib:/home/srikar/ws_moveit2/install/moveit_setup_controllers/lib:/home/srikar/ws_moveit2/install/moveit_setup_app_plugins/lib:/home/srikar/ws_moveit2/install/moveit_setup_framework/lib:/home/srikar/ws_moveit2/install/moveit_servo/lib:/home/srikar/ws_moveit2/install/moveit_ros_visualization/lib:/home/srikar/ws_moveit2/install/moveit_hybrid_planning/lib:/home/srikar/ws_moveit2/install/moveit_ros_planning_interface/lib:/home/srikar/ws_moveit2/install/moveit_ros_benchmarks/lib:/home/srikar/ws_moveit2/install/moveit_ros_warehouse/lib:/home/srikar/ws_moveit2/install/moveit_ros_robot_interaction/lib:/home/srikar/ws_moveit2/install/moveit_ros_perception/lib:/home/srikar/ws_moveit2/install/moveit_ros_move_group/lib:/home/srikar/ws_moveit2/install/moveit_planners_ompl/lib:/home/srikar/ws_moveit2/install/moveit_ros_planning/lib:/home/srikar/ws_moveit2/install/moveit_ros_occupancy_map_monitor/lib:/home/srikar/ws_moveit2/install/moveit_resources_prbt_ikfast_manipulator_plugin/lib:/home/srikar/ws_moveit2/install/moveit_planners_chomp/lib:/home/srikar/ws_moveit2/install/moveit_kinematics/lib:/home/srikar/ws_moveit2/install/moveit_chomp_optimizer_adapter/lib:/home/srikar/ws_moveit2/install/chomp_motion_planner/lib:/home/srikar/ws_moveit2/install/moveit_core/lib:/home/srikar/ws_moveit2/install/srdfdom/lib:/home/srikar/ws_moveit2/install/rviz_marker_tools/lib:/home/srikar/ws_moveit2/install/rosparam_shortcuts/lib:/home/srikar/ws_moveit2/install/moveit_task_constructor_msgs/lib:/usr/lib/x86_64-linux-gnu/gazebo-11/plugins:/opt/ros/humble/opt/rviz_ogre_vendor/lib:/opt/ros/humble/lib/x86_64-linux-gnu:/opt/ros/humble/lib:/usr/lib/x86_64-linux-gnu/gazebo-11/plugins:/opt/ros/humble/lib/ /usr/bin/cmake --install /mnt/Storage/Documents/MIT/Books/Robotics-2_Lab/Mini_Project/build/ros2_conveyorbelt[0m
[1.373s] [34mcolcon.colcon_core.environment[0m [1;30mLevel 1[0m checking '/mnt/Storage/Documents/MIT/Books/Robotics-2_Lab/Mini_Project/install/ros2_conveyorbelt' for CMake config files
[1.373s] [34mcolcon.colcon_core.shell[0m [1;30mLevel 1[0m create_environment_hook('ros2_conveyorbelt', 'cmake_prefix_path')
[1.373s] [34mcolcon.colcon_core.shell[0m [1;30mINFO[0m Creating environment hook '/mnt/Storage/Documents/MIT/Books/Robotics-2_Lab/Mini_Project/install/ros2_conveyorbelt/share/ros2_conveyorbelt/hook/cmake_prefix_path.ps1'
[1.374s] [34mcolcon.colcon_core.shell[0m [1;30mINFO[0m Creating environment descriptor '/mnt/Storage/Documents/MIT/Books/Robotics-2_Lab/Mini_Project/install/ros2_conveyorbelt/share/ros2_conveyorbelt/hook/cmake_prefix_path.dsv'
[1.374s] [34mcolcon.colcon_core.shell[0m [1;30mINFO[0m Creating environment hook '/mnt/Storage/Documents/MIT/Books/Robotics-2_Lab/Mini_Project/install/ros2_conveyorbelt/share/ros2_conveyorbelt/hook/cmake_prefix_path.sh'
[1.375s] [34mcolcon.colcon_core.environment[0m [1;30mLevel 1[0m checking '/mnt/Storage/Documents/MIT/Books/Robotics-2_Lab/Mini_Project/install/ros2_conveyorbelt/lib'
[1.375s] [34mcolcon.colcon_core.shell[0m [1;30mLevel 1[0m create_environment_hook('ros2_conveyorbelt', 'ld_library_path_lib')
[1.375s] [34mcolcon.colcon_core.shell[0m [1;30mINFO[0m Creating environment hook '/mnt/Storage/Documents/MIT/Books/Robotics-2_Lab/Mini_Project/install/ros2_conveyorbelt/share/ros2_conveyorbelt/hook/ld_library_path_lib.ps1'
[1.375s] [34mcolcon.colcon_core.shell[0m [1;30mINFO[0m Creating environment descriptor '/mnt/Storage/Documents/MIT/Books/Robotics-2_Lab/Mini_Project/install/ros2_conveyorbelt/share/ros2_conveyorbelt/hook/ld_library_path_lib.dsv'
[1.376s] [34mcolcon.colcon_core.shell[0m [1;30mINFO[0m Creating environment hook '/mnt/Storage/Documents/MIT/Books/Robotics-2_Lab/Mini_Project/install/ros2_conveyorbelt/share/ros2_conveyorbelt/hook/ld_library_path_lib.sh'
[1.376s] [34mcolcon.colcon_core.environment[0m [1;30mLevel 1[0m checking '/mnt/Storage/Documents/MIT/Books/Robotics-2_Lab/Mini_Project/install/ros2_conveyorbelt/bin'
[1.376s] [34mcolcon.colcon_core.environment[0m [1;30mLevel 1[0m checking '/mnt/Storage/Documents/MIT/Books/Robotics-2_Lab/Mini_Project/install/ros2_conveyorbelt/lib/pkgconfig/ros2_conveyorbelt.pc'
[1.376s] [34mcolcon.colcon_core.environment[0m [1;30mLevel 1[0m checking '/mnt/Storage/Documents/MIT/Books/Robotics-2_Lab/Mini_Project/install/ros2_conveyorbelt/lib/python3.10/site-packages'
[1.377s] [34mcolcon.colcon_core.environment[0m [1;30mLevel 1[0m checking '/mnt/Storage/Documents/MIT/Books/Robotics-2_Lab/Mini_Project/install/ros2_conveyorbelt/bin'
[1.377s] [34mcolcon.colcon_core.shell[0m [1;30mINFO[0m Creating package script '/mnt/Storage/Documents/MIT/Books/Robotics-2_Lab/Mini_Project/install/ros2_conveyorbelt/share/ros2_conveyorbelt/package.ps1'
[1.378s] [34mcolcon.colcon_core.shell[0m [1;30mINFO[0m Creating package descriptor '/mnt/Storage/Documents/MIT/Books/Robotics-2_Lab/Mini_Project/install/ros2_conveyorbelt/share/ros2_conveyorbelt/package.dsv'
[1.378s] [34mcolcon.colcon_core.shell[0m [1;30mINFO[0m Creating package script '/mnt/Storage/Documents/MIT/Books/Robotics-2_Lab/Mini_Project/install/ros2_conveyorbelt/share/ros2_conveyorbelt/package.sh'
[1.379s] [34mcolcon.colcon_core.shell[0m [1;30mINFO[0m Creating package script '/mnt/Storage/Documents/MIT/Books/Robotics-2_Lab/Mini_Project/install/ros2_conveyorbelt/share/ros2_conveyorbelt/package.bash'
[1.379s] [34mcolcon.colcon_core.shell[0m [1;30mINFO[0m Creating package script '/mnt/Storage/Documents/MIT/Books/Robotics-2_Lab/Mini_Project/install/ros2_conveyorbelt/share/ros2_conveyorbelt/package.zsh'
[1.380s] [34mcolcon.colcon_core.environment[0m [1;30mLevel 1[0m create_file_with_runtime_dependencies(/mnt/Storage/Documents/MIT/Books/Robotics-2_Lab/Mini_Project/install/ros2_conveyorbelt/share/colcon-core/packages/ros2_conveyorbelt)
[1.414s] [34mcolcon.colcon_core.environment[0m [1;30mLevel 1[0m create_environment_scripts_only(ros2_conveyorbelt)
[1.414s] [34mcolcon.colcon_core.environment[0m [1;30mLevel 1[0m checking '/mnt/Storage/Documents/MIT/Books/Robotics-2_Lab/Mini_Project/install/ros2_conveyorbelt' for CMake module files
[1.415s] [34mcolcon.colcon_core.environment[0m [1;30mLevel 1[0m checking '/mnt/Storage/Documents/MIT/Books/Robotics-2_Lab/Mini_Project/install/ros2_conveyorbelt' for CMake config files
[1.416s] [34mcolcon.colcon_core.shell[0m [1;30mLevel 1[0m create_environment_hook('ros2_conveyorbelt', 'cmake_prefix_path')
[1.416s] [34mcolcon.colcon_core.shell[0m [1;30mINFO[0m Creating environment hook '/mnt/Storage/Documents/MIT/Books/Robotics-2_Lab/Mini_Project/install/ros2_conveyorbelt/share/ros2_conveyorbelt/hook/cmake_prefix_path.ps1'
[1.417s] [34mcolcon.colcon_core.shell[0m [1;30mINFO[0m Creating environment descriptor '/mnt/Storage/Documents/MIT/Books/Robotics-2_Lab/Mini_Project/install/ros2_conveyorbelt/share/ros2_conveyorbelt/hook/cmake_prefix_path.dsv'
[1.417s] [34mcolcon.colcon_core.shell[0m [1;30mINFO[0m Creating environment hook '/mnt/Storage/Documents/MIT/Books/Robotics-2_Lab/Mini_Project/install/ros2_conveyorbelt/share/ros2_conveyorbelt/hook/cmake_prefix_path.sh'
[1.418s] [34mcolcon.colcon_core.environment[0m [1;30mLevel 1[0m checking '/mnt/Storage/Documents/MIT/Books/Robotics-2_Lab/Mini_Project/install/ros2_conveyorbelt/lib'
[1.418s] [34mcolcon.colcon_core.shell[0m [1;30mLevel 1[0m create_environment_hook('ros2_conveyorbelt', 'ld_library_path_lib')
[1.419s] [34mcolcon.colcon_core.shell[0m [1;30mINFO[0m Creating environment hook '/mnt/Storage/Documents/MIT/Books/Robotics-2_Lab/Mini_Project/install/ros2_conveyorbelt/share/ros2_conveyorbelt/hook/ld_library_path_lib.ps1'
[1.419s] [34mcolcon.colcon_core.shell[0m [1;30mINFO[0m Creating environment descriptor '/mnt/Storage/Documents/MIT/Books/Robotics-2_Lab/Mini_Project/install/ros2_conveyorbelt/share/ros2_conveyorbelt/hook/ld_library_path_lib.dsv'
